,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,hotel_en_nm,room_index,room_nm,room_price,room_price_weekend,room_area,standard_date
33,327,제주특별자치도,제주시,관광호텔,올레관광호텔,㈜송우개발,영업중,미등급,,지상13~지하1,386,2799.6,71,제주시 서광로 254(삼도일동),,제주특별자치도 제주시 서광로 254 (삼도일동),제주특별자치도 제주시 삼도일동 580-31,33.4995221,126.523661,제주특별자치도,제주시,삼도일동,580-31,580,31,5011010500,5011010500-0-05800031,Olle Tourist Hotel,1,스탠다드 트윈베드룸 (Standard Twin Bed Room),"31,178","37,414",21m²,2021-12-13
34,328,제주특별자치도,제주시,관광호텔,로긴호텔(구.호텔오슬로),(주)오슬로,영업중,미등급,,지상4~지하1,2060,2490.51,31,제주시 서해안로 442-9(용담삼동),,제주특별자치도 제주시 서해안로 442-9 (용담삼동),제주특별자치도 제주시 용담삼동 2398 오슬로관광호텔,33.5173861,126.4880515,제주특별자치도,제주시,용담삼동,2398,2398,0,5011011000,5011011000-0-23980000,,,,,,,
35,329,제주특별자치도,제주시,관광호텔,엠버호텔,(주)엠버서더,영업중,미등급,,지상5~지하2,1071,4995.24,72,제주시 삼무로 12(연동),,제주특별자치도 제주시 삼무로 12 (연동),제주특별자치도 제주시 연동 251-1 엠버서더 관광호텔,33.4897254,126.4877921,제주특별자치도,제주시,연동,251-1,251,1,5011013700,5011013700-0-02510001,Amber Hotel Jeju,1,스탠다드 트윈 (Standard Twin),"72,515","87,018",24m²,2021-12-13
36,330,제주특별자치도,제주시,관광호텔,해호텔,전순자,영업중,미등급,,지상4~지하1,1486,1230.74,32,제주시 서해안로 526(용담삼동),,제주특별자치도 제주시 서해안로 526 (용담삼동),제주특별자치도 제주시 용담삼동 1161 해호텔,33.5195968,126.495215,제주특별자치도,제주시,용담삼동,1161,1161,0,5011011000,5011011000-0-11610000,,,,,,,
37,331,제주특별자치도,제주시,관광호텔,롯데시티호텔 제주,㈜호텔롯데,영업중,4성급,2017.11.30.,지상22~지하4,6174.4,"43,172.25 ",262,제주시 도령로 83(연동),"레스토랑, 베이커리, 수영장, 휘트니스센터, 미팅룸, 코인세탁실 등 (19.12.현재)",제주특별자치도 제주시 도령로 83 (연동),제주특별자치도 제주시 연동 2324-6 제주연동 롯데시티호텔,33.4906899,126.486501,제주특별자치도,제주시,연동,2324-6,2324,6,5011013700,5011013700-0-23240006,LOTTE City Hotel Jeju,1,현장 임의 배정 객실 (객실유형 보장안됨) (Run Of House - Room Type Not guaranteed),"123,500","148,200",33m²,2021-12-13
38,332,제주특별자치도,제주시,관광호텔,엠버호텔 센트럴(구.이비사호텔),㈜예승,영업중,미등급,,지상14~지하1,766.8,5963.13,130,제주시 노연로 24(노형동),,제주특별자치도 제주시 노연로 24 (노형동),제주특별자치도 제주시 노형동 928-1 쿠키관광호텔,33.4858587,126.4826596,제주특별자치도,제주시,노형동,928-1,928,1,5011012200,5011012200-0-09280001,,,,,,,
39,333,제주특별자치도,제주시,관광호텔,씨앤제이관광호텔(구.씨제이관광호텔),박영금,영업중,1성급,2019.05.26.,지상8,346.1,1340.525,36,제주시 광양8길 24(이도2동),"휴게음식점, 커피숍, 로비",제주특별자치도 제주시 광양8길 24 (이도2동),제주특별자치도 제주시 이도이동 1776-14 CJ관광호텔,33.4998088,126.5270781,제주특별자치도,제주시,이도이동,1776-14,1776,14,5011010400,5011010400-0-17760014,,,,,,,
40,334,제주특별자치도,제주시,관광호텔,제주미주호텔,임장혁,영업중,미등급,,지상4~지하1,1438.8,3287.76,76,제주시 신대로 60(연동),,제주특별자치도 제주시 신대로 60 (연동),제주특별자치도 제주시 연동 300-4,33.4921369,126.496382,제주특별자치도,제주시,연동,300-4,300,4,5011013700,5011013700-0-03000004,,,,,,,
41,335,제주특별자치도,제주시,관광호텔,호텔 컬리넌,㈜대한에프에스,영업중,미등급,,지상10~지하1,396.8,2305.94,59,제주시 사장1길 26(연동),,제주특별자치도 제주시 사장1길 26 (연동),제주특별자치도 제주시 연동 284-8 컬리넌관광호텔,33.4853759,126.4928387,제주특별자치도,제주시,연동,284-8,284,8,5011013700,5011013700-0-02840008,Hotel Cullinan Jeju,1,"스탠다드룸 (트윈베드, 금연) (Standard Twin Bed Room Non-Smoking)","48,517","58,220",19m²,2021-12-13
42,336,제주특별자치도,제주시,관광호텔,골든파크관광호텔,전영순,영업중,미등급,,지상5~지하1,317.2,1313.61,38,제주시 서광로2길 9(오라일동),,제주특별자치도 제주시 서광로2길 9 (오라일동),제주특별자치도 제주시 오라일동 2442-5,33.499235,126.5129784,제주특별자치도,제주시,오라일동,2442-5,2442,5,5011011900,5011011900-0-24420005,,,,,,,
43,337,제주특별자치도,제주시,관광호텔,오라관광호텔,오라관광호텔㈜,영업중,미등급,,지상4~지하1,2447,2385.58,61,제주시 연북로 217(오라이동),,제주특별자치도 제주시 연북로 217 (오라이동),제주특별자치도 제주시 오라이동 3100-1,33.4819443,126.5048818,제주특별자치도,제주시,오라이동,3100-1,3100,1,5011012000,5011012000-0-31000001,,,,,,,
44,338,제주특별자치도,제주시,관광호텔,씨앤관광호텔,㈜태성토산,영업중,미등급,,지상4~지하1,2144,2704.55,60,제주시 일주서로 7490(내도동),,제주특별자치도 제주시 일주서로 7490 (내도동),제주특별자치도 제주시 내도동 15-1 씨앤 관광호텔,33.4936203,126.4470465,제주특별자치도,제주시,내도동,15-1,15,1,5011014000,5011014000-0-00150001,,,,,,,
45,339,제주특별자치도,제주시,관광호텔,팜파스호텔 제주(구. 제주팜파스호텔/구.씨엘블루호텔),㈜인자이프,영업중,3성급,2018.04.30.,지상4~지하1,4593,4240.53,85,제주시 서해안로 368-3(용담삼동),,제주특별자치도 제주시 서해안로 368-3 (용담삼동),제주특별자치도 제주시 용담삼동 2555 ciel bleu 호텔,33.5115527,126.4849894,제주특별자치도,제주시,용담삼동,2555,2555,0,5011011000,5011011000-0-25550000,Pampas Hotel Jeju,1,스탠다드 트윈 (Standard Twin),"48,182","57,818",39m²,2021-12-13
46,340,제주특별자치도,제주시,관광호텔,루스톤호텔,㈜)제주마레,영업중,미등급,,지상2,9991,3793.94,42,제주시 애월읍 애월해안로 408,,제주특별자치도 제주시 애월읍 애월해안로 408,제주특별자치도 제주시 애월읍 고내리 59-1,33.4718537,126.3527142,제주특별자치도,제주시,애월읍 고내리,59-1,59,1,5011025333,5011025333-0-00590001,,,,,,,
47,341,제주특별자치도,제주시,관광호텔,루스톤빌라앤호텔,양원영,영업중,미등급,,지상2,9986,2951.21,38,제주시 애월읍 애월해안로 406,,제주특별자치도 제주시 애월읍 애월해안로 406,제주특별자치도 제주시 애월읍 고내리 71 루스톤빌라앤호텔,33.4713291,126.3526168,제주특별자치도,제주시,애월읍 고내리,71,71,0,5011025333,5011025333-0-00710000,,,,,,,
48,342,제주특별자치도,제주시,관광호텔,그라벨 호텔,한성개발㈜,영업중,4성급,2019.03.06.,지상9~지하2층,1922,8245.3,141,제주시 일주서로 7316(외도일동),"레스토랑&카페, 연회장A,B",제주특별자치도 제주시 일주서로 7316 (외도일동),제주특별자치도 제주시 외도일동 401-8,33.4924232,126.4286952,제주특별자치도,제주시,외도일동,401-8,401,8,5011012300,5011012300-0-04010008,Grabel Hotel,1,디럭스 트윈룸 - 도시 전망 (Deluxe Twin Room with City View),"77,954","93,545",25m²,2021-12-13
49,343,제주특별자치도,제주시,관광호텔,HOTEL LEO,㈜의인,영업중,미등급,,지상13~지하1,592,5191.26,95,제주시 삼무로 14(연동),,제주특별자치도 제주시 삼무로 14 (연동),제주특별자치도 제주시 연동 261-25 HOTEL LEO,33.4897236,126.4882527,제주특별자치도,제주시,연동,261-25,261,25,5011013700,5011013700-0-02610025,,,,,,,
50,344,제주특별자치도,제주시,관광호텔,아이진호텔(구 베니키아 아이진 호텔),㈜아이진,영업중,3성급,2018.04.30.,지상10~지하1,619.9,3342.94,75,제주시 신대로 22길 4,,제주특별자치도 제주시 신대로 22길 4,제주특별자치도 제주시 연동 306-14 아이진호텔,33.4824264,126.4947498,제주특별자치도,제주시,연동,306-14,306,14,5011013700,5011013700-0-03060014,I Jin Hotel,1,스탠다드 트윈 (Standard Twin),"52,101","62,521",27m²,2021-12-13
51,345,제주특별자치도,제주시,관광호텔,아스타호텔,㈜도림에스디씨,영업중,4성급,2018.07.01.,지상9~지하1,1776.3,9585.98,130,제주시 서사로 129,,제주특별자치도 제주시 서사로 129,제주특별자치도 제주시 삼도일동 535-10 ASTAR HOTEL,33.5008274,126.5202293,제주특별자치도,제주시,삼도일동,535-10,535,10,5011010500,5011010500-0-05350010,ASTAR Hotel Jeju,1,현장 임의 배정 (Run of House),"70,887","85,064",31m²,2021-12-13
