,idx,addr1,addr2,type,name,biz_name,status,rate,rate_date,floor,area1,area2,rooms,address,amenities,doro,gibun,latitude,longitude,sido,sigungu,bjdong,beonji,beon,ji,bjdong_code,PNU,hotel_en_nm,room_nm,room_price,room_area,standard_date
581,582,부산광역시,수영구,호스텔,누리호스텔,허태원 외 1 명,영업중,,,지상7층,445.6,1458.68,3,"부산광역시 수영구 남천바다로33번길 86, 7층 (광안동)","공동취사장, 문화정보교류실","부산광역시 수영구 남천바다로33번길 86, 7층 (광안동)",부산광역시 수영구 광안동 197-34,35.151747,129.1166208,부산광역시,수영구,광안동,197-34,197,34,2650010400,2650010400-0-01970034,,,,,
582,583,부산광역시,수영구,호스텔,호스텔 휴,안혜경,영업중,,,지상6층,307.1,1067.36,2,"부산광역시 수영구 광남로 132, 6층 (광안동)","공동취사장, 문화정보교류실","부산광역시 수영구 광남로 132, 6층 (광안동)",부산광역시 수영구 광안동 194-8 M101모텔,35.1532201,129.1170441,부산광역시,수영구,광안동,194-8,194,8,2650010400,2650010400-0-01940008,,,,,
583,584,부산광역시,수영구,호스텔,릴리하우스,박정희,영업중,,,지상4층,261.8,987.69,6,"부산광역시 수영구 수영로464번길 22, 4층 (남천동)","공동취사장, 문화정보교류실","부산광역시 수영구 수영로464번길 22, 4층 (남천동)",부산광역시 수영구 남천동 28-10,35.1469102,129.1113651,부산광역시,수영구,남천동,10월 28일,28,10,2650010500,2650010500-0-00280010,,,,,
584,585,부산광역시,수영구,호스텔,더폼호스텔,홍순일,영업중,,,지상9층,286.9,1146.94,2,"부산광역시 수영구 민락본동로11번길 42, 9층 (민락동)","공동취사장, 문화정보교류실","부산광역시 수영구 민락본동로11번길 42, 9층 (민락동)",부산광역시 수영구 민락동 34-4 더폼하우스,35.1574477,129.126293,부산광역시,수영구,민락동,Apr-34,34,4,2650010300,2650010300-0-00340004,,,,,
585,586,부산광역시,수영구,호스텔,반 게스트하우스,김민근,영업중,,,지상1~2층,124.2,83.37,4,부산광역시 수영구 광남로 158 (민락동),"공동취사장, 문화정보교류실",부산광역시 수영구 광남로 158 (민락동),부산광역시 수영구 민락동 184-36,35.1551576,129.1186409,부산광역시,수영구,민락동,184-36,184,36,2650010300,2650010300-0-01840036,,,,,
586,587,부산광역시,수영구,호스텔,브라운도트 호텔 수영,김태훈 외 1명,영업중,,,지하1~지상6층,604.6,2281.67,49,부산광역시 수영구 망미번영로52번길 112 (수영동),"공동취사장, 문화정보교류실",부산광역시 수영구 망미번영로52번길 112 (수영동),부산광역시 수영구 수영동 450-5,35.1685648,129.114171,부산광역시,수영구,수영동,450-5,450,5,2650010200,2650010200-0-04500005,,,,,
587,588,부산광역시,수영구,호스텔,언플랜드88,김민근,영업중,,,지상3~4층,299,415.74,6,"부산광역시 수영구 민락수변로 15, 3~4층 (민락동)","공동취사장, 문화정보교류실","부산광역시 수영구 민락수변로 15, 3~4층 (민락동)",부산광역시 수영구 민락동 181-145,35.154537,129.1242124,부산광역시,수영구,민락동,181-145,181,145,2650010300,2650010300-0-01810145,,,,,
588,589,부산광역시,수영구,호스텔,오션스테이호텔,정남희,영업중,,,지상7층,3558,462.91,14,"부산광역시 수영구 광안해변로278번길 42, 오션브릿지 B동 7층 (민락동)","공동취사장, 문화정보교류실","부산광역시 수영구 광안해변로278번길 42, 오션브릿지 B동 7층 (민락동)",부산광역시 수영구 민락동 181-154 오션브릿지,35.1539705,129.1245151,부산광역시,수영구,민락동,181-154,181,154,2650010300,2650010300-0-01810154,,,,,
589,590,부산광역시,수영구,호스텔,H7L 호스텔,박지봉,영업중,,,지상7층,642.3,218.85,7,"부산광역시 수영구 광안해변로 179, 7층 (광안동)","공동취사장, 문화정보교류실","부산광역시 수영구 광안해변로 179, 7층 (광안동)",부산광역시 수영구 광안동 200-4,35.1506001,129.1158653,부산광역시,수영구,광안동,200-4,200,4,2650010400,2650010400-0-02000004,,,,,
590,591,부산광역시,수영구,호스텔,라움103,추성숙,영업중,,,지상6층,990,392.016,11,"부산광역시 수영구 민락수변로 103, 6층 (민락동)","공동취사장, 문화정보교류실","부산광역시 수영구 민락수변로 103, 6층 (민락동)",부산광역시 수영구 민락동 110-51 밀레니엄프라자,35.1548012,129.131825,부산광역시,수영구,민락동,110-51,110,51,2650010300,2650010300-0-01100051,,,,,
591,592,부산광역시,수영구,호스텔,스마일하우스,한진원,영업중,,,지상9층,480,183.81,1,"부산광역시 수영구 민락수변로 7, OK타운 9층 (민락동)","공동취사장, 문화정보교류실","부산광역시 수영구 민락수변로 7, OK타운 9층 (민락동)",부산광역시 수영구 민락동 181-86 OK타운,35.1551475,129.1240236,부산광역시,수영구,민락동,181-86,181,86,2650010300,2650010300-0-01810086,,,,,
592,593,부산광역시,수영구,호스텔,옐로우라이트하우스,김도윤,영업중,,,지상4층,580,210.42,3,"부산광역시 수영구 광안해변로370번길 9-32, 401호 (민락동)","공동취사장, 문화정보교류실","부산광역시 수영구 광안해변로370번길 9-32, 401호 (민락동)",부산광역시 수영구 민락동 110-54,35.156747,129.134285,부산광역시,수영구,민락동,110-54,110,54,2650010300,2650010300-0-01100054,,,,,
593,594,부산광역시,수영구,호스텔,브라운도트호텔 민락점,㈜리손,영업중,,,지상13층,3558,255.43,7,"부산광역시 수영구 광안해변로278번길 42, 오션브릿지 A동 13층 1302호 (민락동)","공동취사장, 문화정보교류실","부산광역시 수영구 광안해변로278번길 42, 오션브릿지 A동 13층 1302호 (민락동)",부산광역시 수영구 민락동 181-154 오션브릿지,35.1539705,129.1245151,부산광역시,수영구,민락동,181-154,181,154,2650010300,2650010300-0-01810154,,,,,
594,595,부산광역시,수영구,호스텔,어반하우스펜트,한민경,영업중,,,지상9층,336,226.33,3,"부산광역시 수영구 민락수변로 5, 성진회센터 9층 (민락동)","공동취사장, 문화정보교류실","부산광역시 수영구 민락수변로 5, 성진회센터 9층 (민락동)",부산광역시 수영구 민락동 181-204 성진회센터,35.1553257,129.1239041,부산광역시,수영구,민락동,181-204,181,204,2650010300,2650010300-0-01810204,,,,,
595,596,부산광역시,수영구,호스텔,더베이클럽호텔,정옥자 외 2명,영업중,,,지상15층,3558,361.98,5,"부산광역시 수영구 광안해변로278번길 42, 오션브릿지 B동 1501호 (민락동)","공동취사장, 문화정보교류실","부산광역시 수영구 광안해변로278번길 42, 오션브릿지 B동 1501호 (민락동)",부산광역시 수영구 민락동 181-154 오션브릿지,35.1539705,129.1245151,부산광역시,수영구,민락동,181-154,181,154,2650010300,2650010300-0-01810154,,,,,
596,597,부산광역시,수영구,호스텔,더웨이브,이지현,영업중,,,지상5~6층,207.38,414.76,6,"부산광역시 수영구 민락수변로 9, 5~6층 (민락동)","공동취사장, 문화정보교류실","부산광역시 수영구 민락수변로 9, 5~6층 (민락동)",부산광역시 수영구 민락동 181-135,35.1550614,129.1241552,부산광역시,수영구,민락동,181-135,181,135,2650010300,2650010300-0-01810135,,,,,
597,598,부산광역시,수영구,호스텔,휴일,송선주,영업중,,,지상3~4층,207.38,414.76,6,"부산광역시 수영구 민락수변로 9, 3~4층 (민락동)","공동취사장, 문화정보교류실","부산광역시 수영구 민락수변로 9, 3~4층 (민락동)",부산광역시 수영구 민락동 181-135,35.1550614,129.1241552,부산광역시,수영구,민락동,181-135,181,135,2650010300,2650010300-0-01810135,,,,,
598,599,부산광역시,수영구,호스텔,뷰먼드,㈜이화인터내셔널,영업중,,,"지상4~10층, 12층",210.2,721.22,8,"부산광역시 수영구 광안해변로 161, 4~10, 12층 (광안동)","공동취사장, 문화정보교류실","부산광역시 수영구 광안해변로 161, 4~10, 12층 (광안동)",부산광역시 수영구 광안동 201-9 씨 타워,35.1492257,129.1148125,부산광역시,수영구,광안동,201-9,201,9,2650010400,2650010400-0-02010009,,,,,
599,600,부산광역시,수영구,호스텔,레지던스 다온채,㈜다온채,영업중,,,"지하1층, 지상7~11층",367.9,841.55,20,"부산광역시 수영구 광안해변로307번길 15, 다온채 지하1,지상7~11층 (민락동)","공동취사장, 문화정보교류실","부산광역시 수영구 광안해변로307번길 15, 다온채 지하1,지상7~11층 (민락동)",부산광역시 수영구 민락동 34-1 다온채,35.1577059,129.1264923,부산광역시,수영구,민락동,Jan-34,34,1,2650010300,2650010300-0-00340001,,,,,
600,601,부산광역시,금정구,관광호텔,호텔 G&G,노인순,영업중,1성,2018.3.26.,지하1층~지상10층,268.35,2491.11,42,부산 금정구 금정로 242(구서동),음식점,부산광역시 금정구 금정로 242 (구서동),부산광역시 금정구 구서동 420-40 지앤지호텔,35.2448509,129.0919296,부산광역시,금정구,구서동,420-40,420,40,2641010700,2641010700-0-04200040,,,,,
601,602,부산광역시,영도구,관광호텔,베이하운드호텔,㈜한주디앤아이,영업중,2성,2020.12.,지하2층~지상9층,535.5,4444.98,69,부산광역시 영도구 태종로65번길 11(대교동1가),일반음식점,부산광역시 영도구 태종로65번길 11 (대교동1가),부산광역시 영도구 대교동1가 68-1 금호빌딩,35.093144,129.0384432,부산광역시,영도구,대교동1가,Jan-68,68,1,2620010100,2620010100-0-00680001,BAYHOUND HOTEL,스탠다드 트윈,"47,864",30m²,2021-12-13
602,603,부산광역시,남구,관광호텔,이데아(IDEA)관광호텔,"최은주,최환조",영업중,1성,재평가 예정,지상10증,698.3,3304.38,52,부산광역시 남구 유엔평화로 35 (대연동),호텔 커피숍,부산광역시 남구 유엔평화로 35 (대연동),부산광역시 남구 대연동 889-4,35.1319106,129.0923839,부산광역시,남구,대연동,889-4,889,4,2629010600,2629010600-0-08890004,,,,,
603,604,부산광역시,남구,관광호텔,지앤지(G&G)관광호텔,"권순해,권순옥",영업중,2성,2020.05.22,지상10증,477,2381.15,41,부산광역시 남구 유엔평화로4번길 34 (대연동),,부산광역시 남구 유엔평화로4번길 34 (대연동),부산광역시 남구 대연동 1751-16,35.1345872,129.0899594,부산광역시,남구,대연동,1751-16,1751,16,2629010600,2629010600-0-17510016,,,,,
604,605,부산광역시,서구,관광호텔,부산비치관광호텔,세화산업㈜,영업중,2성,2019-10-04 0:00,지하1층~지상8층,534,2145.21,35,부산 서구 등대로 113 (남부민동),,부산광역시 서구 등대로 113 (남부민동),부산광역시 서구 남부민동 523-44,35.0849779,129.0262666,부산광역시,서구,남부민동,523-44,523,44,2614012300,2614012300-0-05230044,,,,,
605,606,부산광역시,서구,관광호텔,송도비치관광호텔,김종원,휴업중,1성,2018-07-13 0:00,지하1층~지상8층,1528,4073.45,44,부산 서구 암남공원로 9 (암남동),,부산광역시 서구 암남공원로 9 (암남동),부산광역시 서구 암남동 541-6,35.0746077,129.0155456,부산광역시,서구,암남동,541-6,541,6,2614012400,2614012400-0-05410006,,,,,
606,607,부산광역시,서구,관광호텔,뉴엔송도호텔,소진해운㈜,영업중,1성,2018-08-13 0:00,지상9층,1598,2720.17,45,부산 서구 충무대로 16 (암남동),,부산광역시 서구 충무대로 16 (암남동),부산광역시 서구 암남동 335-5,35.0772452,129.0164039,부산광역시,서구,암남동,335-5,335,5,2614012400,2614012400-0-03350005,,,,,
607,608,부산광역시,서구,관광호텔,페어필드 바이 메리어트 부산송도비치 호텔,㈜케이알에스,영업중,-,심사중,지상19층,1268,9760.4,179,부산 서구 송도해변로 113 (암남동),"음식점, 카페, 헬스장 등",부산광역시 서구 송도해변로 113 (암남동),부산광역시 서구 암남동 230,35.077693,129.0192611,부산광역시,서구,암남동,230,230,0,2614012400,2614012400-0-02300000,,,,,
608,609,부산광역시,기장군,관광호텔,동부산관광호텔,(주)동부산관광호텔,영업중,2성급,19.05.08.,지하1층~지상7층,13361,11457,61,부산광역시 기장군 장안읍 장안로 38,"카페,유흥주점,게임제공업소,소매점,연회장,레스토랑",부산광역시 기장군 장안읍 장안로 38,부산광역시 기장군 장안읍 기룡리 454-3 동부산관광호텔,35.3433993,129.2532003,부산광역시,기장군,장안읍 기룡리,454-3,454,3,2671025328,2671025328-0-04540003,,,,,
609,610,부산광역시,기장군,관광호텔,힐튼부산,(주)아난티코브,영업중,5성급,17.11.23,지하4층~지상10층,32638.5,93981.55,316,부산광역시 기장군 기장읍 기장해안로 268-32,"목욕장4개, 소매점, 휴게음식점 3개,일반음식점 2개, 연회장 2개, 소매점 2개, 의원, 미용원, 동물병원,체력단련장 2개, 피부미용실, 사우나 3개, 라운지 2개, 실내수영장",부산광역시 기장군 기장읍 기장해안로 268-32,부산광역시 기장군 기장읍 시랑리 704-1 힐튼부산,35.1981931,129.2285839,부산광역시,기장군,기장읍 시랑리,704-1,704,1,2671025033,2671025033-0-07040001,,,,,
610,611,부산광역시,기장군,관광호텔,하운드호텔 기장일광점,주식회사 블루캐슬,영업중,,,지상11,681,2649,53,부산광역시 기장군 일광면 해송3로 2,"프론트, 로비, 조식공간 등",부산광역시 기장군 일광면 해송3로 2,부산광역시 기장군 일광면 삼성리 890-4 하운드호텔 기장일광점,35.2655271,129.2305381,부산광역시,기장군,일광면 삼성리,890-4,890,4,2671031021,2671031021-0-08900004,,,,,
611,612,부산광역시,기장군,관광호텔,브라운도트 호텔,브라운도트 호텔,영업중,,,지상8층,735.3,2174.06,41,부산광역시 기장군 정관읍 산단1로 98-31,"프론트, 로비, 조식공간등",부산광역시 기장군 정관읍 산단1로 98-31,부산광역시 기장군 정관읍 달산리 1049-5,35.3161019,129.1817318,부산광역시,기장군,정관읍 달산리,1049-5,1049,5,2671025625,2671025625-0-10490005,,,,,
612,613,부산광역시,기장군,호스텔,URBANE pool villa (어베인풀빌라),URBANE pool villa (어베인풀빌라),영업중,,,"지하1층~지상1층,지상3층~8층",358.2,1332.04,8,부산광역시 기장군 일광면 일역길 78-2,"프론트, pc룸, 공동취사장",부산광역시 기장군 일광면 일역길 78-2,부산광역시 기장군 일광면 삼성리 714-2 (주)JF해양수산,35.2612492,129.2330699,부산광역시,기장군,일광면 삼성리,714-2,714,2,2671031021,2671031021-0-07140002,,,,,
613,614,부산광역시,기장군,호스텔,연화리관광호텔,연화리관광호텔,영업중,,,지하1층~지상7층,1119,613,24,부산광역시 기장군 기장읍 기장해안로 460,"프론트, 커뮤니티시설 등",부산광역시 기장군 기장읍 기장해안로 460,부산광역시 기장군 기장읍 연화리 330-2,35.2155909,129.223009,부산광역시,기장군,기장읍 연화리,330-2,330,2,2671025029,2671025029-0-03300002,,,,,
614,615,부산광역시,기장군,호스텔,타이드어웨이풀빌라,타이드어웨이풀빌라,영업중,,,지하2층~지상4층,819,1824,14,부산광역시 기장군 기장읍 기장해안로 26,"프론트, 문화정보교류실",부산광역시 기장군 기장읍 기장해안로 26,부산광역시 기장군 기장읍 시랑리 615-5,35.1821709,129.2085278,부산광역시,기장군,기장읍 시랑리,615-5,615,5,2671025033,2671025033-0-06150005,,,,,
615,616,부산광역시,기장군,호스텔,테라스,테라스,영업중,,,지상5층,661,3741,20,부산광역시 기장군 일광면 기장해안로 1309-4,"프론트, 문화교류의 장",부산광역시 기장군 일광면 기장해안로 1309-4,부산광역시 기장군 일광면 삼성리 714-8,35.260825,129.2331258,부산광역시,기장군,일광면 삼성리,714-8,714,8,2671031021,2671031021-0-07140008,,,,,
616,617,부산광역시,기장군,콘도미니엄,아난티펜트하우스 해운대,,영업중,,,지하4층~지상10층,43198.8,84752.66,218,2014-02-01 0:00,2017-01-01 0:00,부산광역시 기장군 기장읍 기장해안로 268-31,부산광역시 기장군 기장읍 시랑리 704 아난티 펜트하우스 해운대,35.2001641,129.2288963,부산광역시,기장군,기장읍 시랑리,704,704,0,2671025033,2671025033-0-07040000,,,,,
617,618,부산광역시,기장군,콘도미니엄,해운대비치골프앤리조트,,영업중,,,지하1층~지상4층,63157,24575,75,2015-01-01 0:00,2019-02-01 0:00,부산광역시 기장군 기장읍 대변로 74,부산광역시 기장군 기장읍 대변리 504-3 해운대비치골프앤리조트,35.2299695,129.221575,부산광역시,기장군,기장읍 대변리,504-3,504,3,2671025028,2671025028-0-05040003,,,,,
618,619,부산광역시,북구,관광호텔,브라운도트호텔 덕천점,정경숙,영업중,-,-,지하1층~지상10층,253.8,2.340.27,47,부산 북구 금곡대로8번길 20(덕천동),,부산광역시 북구 금곡대로8번길 20 (덕천동),부산광역시 북구 덕천동 399-17,35.2108736,129.0062943,부산광역시,북구,덕천동,399-17,399,17,2632010400,2632010400-0-03990017,,,,,
619,620,부산광역시,북구,관광호텔,브라운도트호텔 만덕점,케이케이씨보스㈜,영업중,-,-,지상7층,2168,1734.37,40,부산 북구 만덕고개길 70(만덕동),,부산광역시 북구 만덕고개길 70 (만덕동),부산광역시 북구 만덕동 73-17 브라운도트호텔,35.2116695,129.0467415,부산광역시,북구,만덕동,73-17,73,17,2632010300,2632010300-0-00730017,,,,,
620,621,부산광역시,북구,호스텔,편한게스트하우스,김광호,영업중,-,-,1개층(4층),199.45,199.45,13,부산 북구 만덕대로 84,,부산광역시 북구 만덕대로 84,부산광역시 북구 덕천동 387-6 성암빌딩,35.2120861,129.0140767,부산광역시,북구,덕천동,387-6,387,6,2632010400,2632010400-0-03870006,,,,,
621,622,부산광역시,사상구,관광호텔,㈜한도 호텔파라곤,㈜한도,영업중,3,2020.12.28.,17,2781.5,"16,174,62",132,부산광역시 사상구 광장로 46(괘법동),,부산광역시 사상구 광장로 46 (괘법동),부산광역시 사상구 괘법동 564-25 (주)한도 호텔 파라곤,35.1616982,128.9816105,부산광역시,사상구,괘법동,564-25,564,25,2653010400,2653010400-0-05640025,,,,,
622,623,부산광역시,중구,관광호텔,(주)코모도호텔,신경록 외 1 명,영업중,4성,2020.12.28.,지하2층~지상15층,8145.95,33077.13,312,부산광역시 중구 중구로 151 (영주동),-,부산광역시 중구 중구로 151 (영주동),부산광역시 중구 영주동 742-13 코모도호텔,35.1089241,129.0347235,부산광역시,중구,영주동,742-13,742,13,2611010100,2611010100-0-07420013,Commodore Hotel,스테이케이션 혜택 - 비즈니스 트윈룸 - 13:00까지 늦은 체크아웃,"51,873",18m²,2021-12-13
623,624,부산광역시,중구,관광호텔,(주)부산관광호텔,최재원,영업중,기간만료,2020.12.29.,지하2층~지상14층,2362.4,16395.24,273,부산광역시 중구 광복로97번길 23 (동광동2가),-,부산광역시 중구 광복로97번길 23 (동광동2가),부산광역시 중구 동광동2가 12-1,35.1002923,129.034629,부산광역시,중구,동광동2가,12월 01일,12,1,2611011200,2611011200-0-00120001,Busan Tourist Hotel,슈페리어 더블룸,"49,140",21m²,2021-12-13
624,625,부산광역시,중구,관광호텔,타워힐관광호텔,최용태,영업중,3성,2020.12.30.,지상6층,1420.9,5658.34,116,"부산광역시 중구 백산길 20 (동광동3가, 타워호텔)",-,"부산광역시 중구 백산길 20 (동광동3가, 타워호텔)",부산광역시 중구 동광동3가 20 타워호텔,35.1011387,129.0343482,부산광역시,중구,동광동3가,20,20,0,2611011300,2611011300-0-00200000,,,,,
625,626,부산광역시,중구,관광호텔,호텔노아,이수천 외 1 명,영업중,기간만료,2020.12.31.,지하1층~지상9층,395.3,3186.56,51,부산광역시 중구 자갈치로47번길 3-1 (남포동5가),-,부산광역시 중구 자갈치로47번길 3-1 (남포동5가),부산광역시 중구 남포동5가 80-1,35.0974853,129.0292407,부산광역시,중구,남포동5가,Jan-80,80,1,2611014000,2611014000-0-00800001,,,,,
626,627,부산광역시,중구,관광호텔,토요코인부산역Ⅱ,홍지명,영업중,기간만료,2020.12.32.,지하2층~지상23층,1288,12168,491,부산광역시 중구 중앙대로 125 (대창동1가),-,부산광역시 중구 중앙대로 125 (대창동1가),부산광역시 중구 대창동1가 22-4,35.1090247,129.0366053,부산광역시,중구,대창동1가,04월 22일,22,4,2611010200,2611010200-0-00220004,Toyoko Inn Busan Station 1,세미 더블,"59,999",13m²,2021-12-13
627,628,부산광역시,중구,관광호텔,스탠포드 인 부산,권용범,영업중,기간만료,2020.12.33.,지하2층~지상15층,461.7,4437.88,132,부산광역시 중구 구덕로 53 (남포동5가),-,부산광역시 중구 구덕로 53 (남포동5가),부산광역시 중구 남포동5가 56-1,35.0978575,129.0299368,부산광역시,중구,남포동5가,Jan-56,56,1,2611014000,2611014000-0-00560001,Stanford Inn Busan,스탠다드 트윈,"54,545",18m²,2021-12-13
628,629,부산광역시,중구,관광호텔,넘버25호텔 대청점,정수아,영업중,2성,2020.12.34.,지하2층~지상6층,761.81,4277.42,60,부산광역시 중구 대청로 107 (대청동2가),-,부산광역시 중구 대청로 107 (대청동2가),부산광역시 중구 대청동2가 7-1,35.1031247,129.0316951,부산광역시,중구,대청동2가,07월 01일,7,1,2611011700,2611011700-0-00070001,,,,,
629,630,부산광역시,중구,관광호텔,로얄관광호텔,김기철,휴업중,등급없음,2020.12.35.,지하2층~지상16층,400.66,6569.09,100,부산광역시 중구 광복로67번길 8 (광복동2가),-,부산광역시 중구 광복로67번길 8 (광복동2가),부산광역시 중구 광복동2가 2-72,35.0992364,129.0327598,부산광역시,중구,광복동2가,2-72,2,72,2611013400,2611013400-0-00020072,,,,,
630,631,부산광역시,중구,관광호텔,반달호텔,김태광,영업중,기간만료,2020.12.36.,지상6층,313.3,994.43,28,"부산광역시 중구 해관로 79-1 (중앙동4가, 반달호텔)",-,"부산광역시 중구 해관로 79-1 (중앙동4가, 반달호텔)",부산광역시 중구 중앙동4가 52-8 반달호텔,35.1060682,129.0351643,부산광역시,중구,중앙동4가,Aug-52,52,8,2611010700,2611010700-0-00520008,,,,,
631,632,부산광역시,중구,관광호텔,호텔 빌리,김홍빈,영업중,등급없음,2020.12.37.,지하1층~지상8층,163.2,1035.27,29,부산광역시 중구 보수대로106번길 5 (보수동3가),-,부산광역시 중구 보수대로106번길 5 (보수동3가),부산광역시 중구 보수동3가 5-21,35.1051647,129.021646,부산광역시,중구,보수동3가,05월 21일,5,21,2611012200,2611012200-0-00050021,,,,,
632,633,부산광역시,중구,관광호텔,첵앤아웃호스텔,박배웅,영업중,-,2020.12.38.,지하1층~지상4층,68.98,302.3,2,"부산광역시 중구 초량중로 8-1, 2층 (영주동)",-,"부산광역시 중구 초량중로 8-1, 2층 (영주동)",부산광역시 중구 영주동 20-10,35.1127976,129.0363458,부산광역시,중구,영주동,10월 20일,20,10,2611010100,2611010100-0-00200010,,,,,
633,634,부산광역시,중구,관광호텔,수이호스텔,김성수,영업중,-,2020.12.39.,지상5층,208.8,530.39,7,부산광역시 중구 중앙대로41번길 3-1 (중앙동1가),-,부산광역시 중구 중앙대로41번길 3-1 (중앙동1가),부산광역시 중구 중앙동1가 21-12,35.1010819,129.0360155,부산광역시,중구,중앙동1가,12월 21일,21,12,2611010400,2611010400-0-00210012,,,,,
634,635,부산광역시,중구,관광호텔,브로시스 호텔,성락식,영업중,-,2020.12.40.,지하2층~지상8층,472.6,2838.76,48,부산광역시 중구 구덕로48번길 4 (남포동4가),-,부산광역시 중구 구덕로48번길 4 (남포동4가),부산광역시 중구 남포동4가 5-3,35.0986061,129.0309021,부산광역시,중구,남포동4가,05월 03일,5,3,2611013900,2611013900-0-00050003,Brosis Hotel,4베드 여성 전용 도미토리룸,"48,128",16m²,2021-12-13
635,636,부산광역시,사하구,관광호텔,라스베가스관광호텔,박춘기,영업중,1성,2020.8.27.,지하4층~지상8층,1739.3,1477.71,48,부산광역시 사하구 낙동남로1405번길 14(하단동) ,기타 위락시설 등,부산광역시 사하구 낙동남로1405번길 14 (하단동),부산광역시 사하구 하단동 527-2,35.1073437,128.9656502,부산광역시,사하구,하단동,527-2,527,2,2638010300,2638010300-0-05270002,,,,,
636,637,부산광역시,사하구,관광호텔,브라운도트관광호텔,오언숙,영업중,2성,2019.6.5.,지상10층,503.2,2875.22,51,부산광역시 사하구 낙동남로1423번길 47(하단동) ,일반음식점,부산광역시 사하구 낙동남로1423번길 47 (하단동),부산광역시 사하구 하단동 512-4 브라운도트관광호텔,35.1083364,128.9658364,부산광역시,사하구,하단동,512-4,512,4,2638010300,2638010300-0-05120004,,,,,
637,638,부산광역시,사하구,관광호텔,레이어스호텔,㈜지원홀딩스,-,-,-,지하2층~지상26층,944.58,13439.63,350,부산광역시 사하구 낙동남로 1395(하단동) ,"휴게음식점, 사우나,소매점 등",부산광역시 사하구 낙동남로 1395 (하단동),부산광역시 사하구 하단동 525-4,35.106676,128.9643887,부산광역시,사하구,하단동,525-4,525,4,2638010300,2638010300-0-05250004,,,,,
638,639,부산광역시,동래구,관광호텔,㈜호텔 농심,서흥주,영업중,5성,2020.12.28.,지하2층~지상9층,11624,2915.02,240,부산 동래구 금강공원로20번길 23,"음식점, 카페, 펍 바, 연회장, 유흥주점 등",부산광역시 동래구 금강공원로20번길 23,부산광역시 동래구 온천동 137-7 호텔농심,35.2202587,129.0822417,부산광역시,동래구,온천동,137-7,137,7,2626010800,2626010800-0-01370007,Hotel Nongshim,코리안 스타일 더블룸,"90,844",28m²,2021-12-13
639,640,부산광역시,동래구,관광호텔,브라운도트 사직야구장점,김국선,영업중,-,-,지하1층~지상10층,,2606.23,61,부산 동래구 사직북로13번길 11,,부산광역시 동래구 사직북로13번길 11,부산광역시 동래구 사직동 91-44,35.1966725,129.0601451,부산광역시,동래구,사직동,91-44,91,44,2626010900,2626010900-0-00910044,,,,,
640,641,부산광역시,해운대구,관광호텔,(주)호텔일루아,허주희,영업중,등급신청완료,-,지하2층~지상8층,3145.8,5913.53,57,부산광역시 해운대구 달맞이길 97,"일반음식점, 기념품점 등",부산광역시 해운대구 달맞이길 97,부산광역시 해운대구 중동 1509-3 호텔일루아,35.1589063,129.1745151,부산광역시,해운대구,중동,1509-3,1509,3,2635010600,2635010600-0-15090003,Hotel Illua,스탠다드 시티 트윈,"57,851",36m²,2021-12-13
641,642,부산광역시,해운대구,관광호텔,3.6.9관광호텔,최봉희,영업중,1성,2018-05-08 0:00,지하2층~지상9층,951.4,3092.84,48,부산광역시 해운대구 송정광어골로 70,음식점,부산광역시 해운대구 송정광어골로 70,부산광역시 해운대구 송정동 441-6 플레르호텔,35.175373,129.1959608,부산광역시,해운대구,송정동,441-6,441,6,2635010800,2635010800-0-04410006,,,,,
642,643,부산광역시,해운대구,관광호텔,리베로호텔 (구 호텔리베라해운대),노태성,영업중,2성,2019-07-16 0:00,지하3층~지상16층,6193,37411.65,91,부산광역시 해운대구 구남로29번길 21,음식점,부산광역시 해운대구 구남로29번길 21,부산광역시 해운대구 중동 1380-14 세이브존,35.1623988,129.1612545,부산광역시,해운대구,중동,1380-14,1380,14,2635010600,2635010600-0-13800014,Libero Hotel Haeundae,스탠다드 트윈,"38,860",30m²,2021-12-13
643,644,부산광역시,해운대구,관광호텔,베니키아해운대호텔마리안느,이종근,영업중,3성,2019-04-18 0:00,지하2층~지상22층,827,8053.62,127,부산광역시 해운대구 해운대해변로 310,"일반음식점, 연회장, 수영장, 사우나 등",부산광역시 해운대구 해운대해변로 310,부산광역시 해운대구 중동 1400-24 호텔마리안느,35.1614645,129.1646476,부산광역시,해운대구,중동,1400-24,1400,24,2635010600,2635010600-0-14000024,,,,,
644,645,부산광역시,해운대구,관광호텔,이비스버젯앰배서더해운대,홍진유,영업중,2성,2018-11-07 0:00,지하4층~지상15층,536.8,6363.18,181,부산광역시 해운대구 해운대해변로209번길 8,"회의실, 음식점 등",부산광역시 해운대구 해운대해변로209번길 8,부산광역시 해운대구 우동 651-1 이비스버젯앰배서더부산해운대,35.1590784,129.1545026,부산광역시,해운대구,우동,651-1,651,1,2635010500,2635010500-0-06510001,,,,,
645,646,부산광역시,해운대구,관광호텔,인더스트리호텔,"임형준,윤종익",영업중,2성,,지하1층~지상8층,393.5,1938.1,50,부산광역시 해운대구 구남로24번길 16,일반음식점,부산광역시 해운대구 구남로24번길 16,부산광역시 해운대구 우동 542-28,35.1616174,129.1593299,부산광역시,해운대구,우동,542-28,542,28,2635010500,2635010500-0-05420028,,,,,
